"","beta","HR (95% CI for HR)","wald.test","p.value"
"G6747","0.6","1.8 (0.46-7.2)","0.72","0.39"
"G5832","0.41","1.5 (0.53-4.2)","0.6","0.44"
"G27131","-0.0012","1 (0.33-3)","0","1"
"G9230","0.24","1.3 (0.71-2.3)","0.65","0.42"
"G54458","-0.28","0.75 (0.19-2.9)","0.17","0.68"
"G79188","0.51","1.7 (0.4-7)","0.49","0.49"
"G55666","-0.14","0.87 (0.21-3.7)","0.03","0.85"
"G51506","0.43","1.5 (0.32-7.4)","0.3","0.59"
"G4848","-0.5","0.61 (0.085-4.3)","0.25","0.62"
"G7328","0.88","2.4 (0.26-22)","0.61","0.44"
"G80762","0.74","2.1 (0.62-7)","1.4","0.23"
"G514","-0.073","0.93 (0.22-3.9)","0.01","0.92"
"G64710","1.1","3.1 (1.1-9.2)","4.4","0.037"
"G64083","-0.03","0.97 (0.25-3.8)","0","0.97"
"G26073","1.1","2.9 (0.54-16)","1.5","0.22"
"G29997","0.21","1.2 (0.19-8.2)","0.05","0.83"
"G692091","-0.037","0.96 (0.25-3.8)","0","0.96"
"G79109","0.49","1.6 (0.37-7.3)","0.42","0.52"
"G28969","0.85","2.3 (0.68-8)","1.8","0.18"
"G51520","0.58","1.8 (0.59-5.4)","1","0.31"
"G51714","-0.092","0.91 (0.29-2.9)","0.02","0.88"
"G51441","1.8","6 (0.93-39)","3.6","0.059"
"G10927","2.1","7.8 (1.5-41)","5.9","0.015"
"G57003","0.23","1.3 (0.42-3.8)","0.17","0.68"
"G11198","0.86","2.4 (1.2-4.7)","6","0.014"
"G51729","-0.018","0.98 (0.38-2.5)","0","0.97"
"G51465","-2.2","0.11 (0.015-0.88)","4.3","0.038"
"G79811","-0.34","0.72 (0.26-1.9)","0.43","0.51"
"G10713","0.49","1.6 (0.47-5.6)","0.6","0.44"
"G55968","-0.5","0.61 (0.14-2.7)","0.44","0.51"
"G55969","-0.9","0.41 (0.16-1)","3.6","0.058"
"G100527943","-0.9","0.41 (0.16-1)","3.6","0.058"
"G55249","1.4","4 (1.3-13)","5.8","0.016"
"G51652","0.91","2.5 (0.42-15)","1","0.32"
"G100526767","0.91","2.5 (0.42-15)","1","0.32"
"G51466","-1.1","0.34 (0.13-0.87)","5","0.025"
"G10342","0.89","2.4 (0.54-11)","1.3","0.25"
"G51428","2.5","13 (2.2-72)","8.3","0.004"
"G51400","2","7.1 (1.5-34)","6","0.014"
"G51631","-0.032","0.97 (0.15-6.3)","0","0.97"
"G100996928","-0.48","0.62 (0.13-3.1)","0.35","0.56"
"G29079","-0.37","0.69 (0.17-2.9)","0.26","0.61"
"G58190","0.35","1.4 (0.32-6.2)","0.21","0.65"
"G25994","0.48","1.6 (0.47-5.6)","0.57","0.45"
"G5859","1.4","4.1 (0.98-17)","3.8","0.053"
"G102465536","1.4","4.1 (0.98-17)","3.8","0.053"
"G9967","-1.1","0.33 (0.082-1.3)","2.5","0.11"
"G5464","0.89","2.4 (0.81-7.3)","2.5","0.11"
"G26354","0.046","1 (0.32-3.4)","0.01","0.94"
"G100113381","0.12","1.1 (0.4-3.2)","0.05","0.82"
"G51012","0.23","1.3 (0.57-2.8)","0.32","0.57"
"G55207","0.98","2.7 (0.71-9.9)","2.1","0.15"
"G64759","-1","0.36 (0.047-2.7)","0.99","0.32"
"G51150","0.037","1 (0.32-3.3)","0","0.95"
"G51566","-0.9","0.41 (0.13-1.3)","2.3","0.13"
"G10113","-0.77","0.46 (0.11-2)","1","0.31"
"G8554","-0.02","0.98 (0.33-2.9)","0","0.97"
"G79869","2.3","10 (0.58-190)","2.5","0.11"
"G25825","-0.2","0.82 (0.53-1.3)","0.79","0.38"
"G51108","-0.046","0.95 (0.22-4.1)","0","0.95"
"G4282","-0.64","0.53 (0.15-1.9)","0.93","0.33"
"G55011","0.11","1.1 (0.31-4.1)","0.03","0.86"
"G51719","1.1","2.9 (1.1-7.5)","4.8","0.029"
"G8802","-2.6","0.076 (0.0045-1.3)","3.2","0.074"
"G56937","-0.38","0.68 (0.37-1.2)","1.6","0.21"
"G9328","1.7","5.3 (1-28)","3.9","0.048"
"G996","-0.64","0.53 (0.17-1.6)","1.3","0.26"
"G27249","2","7.2 (1.2-45)","4.5","0.034"
"G55226","1.5","4.7 (1.2-19)","4.8","0.029"
"G2060","-0.14","0.87 (0.19-3.8)","0.04","0.85"
"G55738","-1.1","0.35 (0.087-1.4)","2.2","0.14"
"G79901","0.045","1 (0.6-1.8)","0.02","0.88"
"G64755","0.17","1.2 (0.49-2.9)","0.15","0.7"
"G51474","-0.034","0.97 (0.44-2.1)","0.01","0.93"
"G79647","0.11","1.1 (0.37-3.4)","0.04","0.84"
"G51133","-0.2","0.82 (0.42-1.6)","0.34","0.56"
"G55037","-0.18","0.83 (0.29-2.4)","0.11","0.74"
"G80011","-0.57","0.56 (0.074-4.3)","0.3","0.58"
"G53826","-0.67","0.51 (0.22-1.2)","2.5","0.11"
"G56851","-1.5","0.22 (0.033-1.4)","2.6","0.11"
"G54867","0.26","1.3 (0.61-2.7)","0.47","0.49"
"G55699","1.2","3.3 (0.82-14)","2.8","0.092"
"G29888","0.52","1.7 (0.93-3)","3","0.084"
"G23621","0.53","1.7 (0.35-8.3)","0.42","0.52"
"G79892","1.1","3.1 (0.79-12)","2.6","0.11"
"G23588","0.11","1.1 (0.3-4.2)","0.03","0.87"
"G29074","-0.042","0.96 (0.27-3.4)","0","0.95"
"G55827","1.3","3.8 (0.77-19)","2.7","0.1"
"G9531","0.6","1.8 (0.63-5.2)","1.2","0.27"
"G64118","0.14","1.1 (0.35-3.7)","0.05","0.82"
"G27183","-0.061","0.94 (0.23-3.9)","0.01","0.93"
"G51187","0.42","1.5 (0.49-4.8)","0.53","0.47"
"G28977","0.48","1.6 (0.55-4.8)","0.76","0.38"
"G553115","-0.44","0.65 (0.17-2.4)","0.42","0.52"
"G28974","-0.46","0.63 (0.12-3.2)","0.3","0.58"
"G28972","-1.1","0.34 (0.064-1.8)","1.6","0.21"
"G55291","0.004","1 (0.29-3.5)","0","1"
"G79932","0.062","1.1 (0.43-2.6)","0.02","0.89"
"G54472","-1.5","0.23 (0.016-3.3)","1.2","0.28"
"G51081","0.59","1.8 (0.56-5.7)","0.98","0.32"
"G51056","0.1","1.1 (0.37-3.3)","0.03","0.85"
"G10273","-0.21","0.81 (0.18-3.6)","0.07","0.79"
"G55245","0.7","2 (0.49-8.3)","0.95","0.33"
"G51564","-0.32","0.73 (0.041-13)","0.05","0.83"
"G56888","-0.93","0.39 (0.078-2)","1.3","0.26"
"G54812","-1","0.37 (0.049-2.7)","0.96","0.33"
"G55739","0.24","1.3 (0.4-4)","0.16","0.69"
"G55914","0.21","1.2 (0.36-4.2)","0.11","0.74"
"G60488","0.022","1 (0.52-2)","0","0.95"
"G55700","0.068","1.1 (0.35-3.3)","0.01","0.91"
"G55624","0.31","1.4 (0.27-6.9)","0.14","0.7"
"G53339","-0.22","0.81 (0.24-2.7)","0.12","0.73"
"G26071","0.23","1.3 (0.44-3.6)","0.19","0.67"
"G79001","-0.75","0.47 (0.14-1.6)","1.5","0.22"
"G51070","0.13","1.1 (0.44-3)","0.07","0.79"
"G58478","0.96","2.6 (0.6-11)","1.6","0.2"
"G29105","1.1","2.9 (0.65-13)","2","0.16"
"G51399","1.2","3.3 (0.42-25)","1.3","0.26"
"G100500840","1.2","3.3 (0.42-25)","1.3","0.26"
"G56993","-0.24","0.78 (0.24-2.6)","0.16","0.69"
"G54977","-0.53","0.59 (0.13-2.7)","0.46","0.5"
"G55505","-0.41","0.67 (0.18-2.4)","0.38","0.54"
"G27018","-0.35","0.7 (0.4-1.2)","1.5","0.22"
"G54902","0.33","1.4 (0.4-4.8)","0.27","0.6"
"G29115","0.25","1.3 (0.19-8.5)","0.07","0.8"
"G116496","0.12","1.1 (0.63-2)","0.17","0.68"
"G7260","-0.82","0.44 (0.14-1.4)","2","0.16"
"G738","0.44","1.6 (0.54-4.5)","0.67","0.41"
"G57472","0.73","2.1 (0.64-6.7)","1.5","0.22"
"G8649","0.38","1.5 (0.39-5.4)","0.32","0.57"
"G54927","-0.32","0.73 (0.082-6.4)","0.08","0.77"
"G51181","0.35","1.4 (0.72-2.8)","1","0.31"
"G51768","-0.083","0.92 (0.45-1.9)","0.05","0.82"
"G51186","-0.78","0.46 (0.2-1.1)","3.3","0.069"
"G51143","0.75","2.1 (0.47-9.5)","0.96","0.33"
"G51734","-0.026","0.97 (0.43-2.2)","0","0.95"
"G55585","0.68","2 (0.49-7.9)","0.93","0.34"
"G27075","0.17","1.2 (0.35-4)","0.08","0.78"
"G54948","1","2.8 (0.72-11)","2.2","0.14"
"G26515","-0.38","0.68 (0.24-1.9)","0.51","0.47"
"G10933","-0.5","0.6 (0.19-1.9)","0.72","0.4"
"G11177","0.1","1.1 (0.53-2.3)","0.07","0.79"
"G54529","0.61","1.8 (0.48-7.1)","0.78","0.38"
"G57820","0.49","1.6 (0.8-3.3)","1.8","0.18"
"G51170","0.3","1.3 (0.69-2.6)","0.75","0.39"
"G51292","-0.16","0.85 (0.23-3.2)","0.06","0.81"
"G23648","1.4","4 (1.2-14)","4.8","0.029"
"G79180","-0.24","0.79 (0.32-1.9)","0.27","0.6"
"G27430","0.29","1.3 (0.36-5)","0.19","0.66"
"G54973","1.4","4.2 (0.85-20)","3.1","0.079"
"G102465435","1.4","4.1 (1.1-16)","4.2","0.041"
"G58472","-0.22","0.8 (0.39-1.7)","0.35","0.56"
"G22822","-0.27","0.77 (0.39-1.5)","0.62","0.43"
"G51116","0.13","1.1 (0.49-2.7)","0.08","0.77"
"G9547","0.17","1.2 (0.92-1.5)","1.7","0.19"
"G2287","-0.48","0.62 (0.12-3.2)","0.32","0.57"
"G7570","0.54","1.7 (0.66-4.5)","1.2","0.27"
"G51065","-0.32","0.73 (0.34-1.5)","0.69","0.41"
"G55069","0.42","1.5 (0.2-11)","0.17","0.68"
"G9055","-0.011","0.99 (0.63-1.6)","0","0.96"
"G79144","0.33","1.4 (0.64-3)","0.69","0.4"
"G59286","0.88","2.4 (0.33-18)","0.75","0.39"
"G64061","-0.37","0.69 (0.14-3.4)","0.21","0.65"
"G51164","1.2","3.4 (0.95-12)","3.6","0.059"
"G79902","0.46","1.6 (0.58-4.3)","0.8","0.37"
"G56897","-0.32","0.73 (0.049-11)","0.05","0.82"
"G55718","-0.96","0.38 (0.035-4.2)","0.62","0.43"
"G101060521","-0.41","0.66 (0.13-3.3)","0.26","0.61"
"G60685","1.8","6.3 (1.4-29)","5.7","0.017"
"G10901","-0.079","0.92 (0.27-3.2)","0.02","0.9"
"G317749","-0.079","0.92 (0.27-3.2)","0.02","0.9"
"G51307","0.27","1.3 (0.18-9.6)","0.07","0.79"
"G51660","0.25","1.3 (0.22-7.6)","0.08","0.78"
"G10455","-0.041","0.96 (0.47-1.9)","0.01","0.91"
"G28958","-0.86","0.42 (0.062-2.9)","0.77","0.38"
"G29088","0.72","2 (0.77-5.4)","2.1","0.15"
"G64834","0.4","1.5 (0.35-6.3)","0.29","0.59"
"G102466723","0.4","1.5 (0.35-6.3)","0.29","0.59"
"G79567","-0.72","0.49 (0.077-3.1)","0.58","0.44"
"G28964","0.4","1.5 (0.22-10)","0.17","0.68"
"G8303","-0.042","0.96 (0.32-2.8)","0.01","0.94"
"G51024","0.34","1.4 (0.34-5.8)","0.23","0.63"
"G54502","1.1","3 (0.56-16)","1.7","0.2"
"G51068","0.56","1.8 (0.7-4.4)","1.4","0.23"
"G79137","0.18","1.2 (0.15-9.4)","0.03","0.87"
"G51203","0.079","1.1 (0.66-1.8)","0.1","0.75"
"G55119","1","2.8 (0.73-11)","2.3","0.13"
"G54407","-0.1","0.9 (0.31-2.6)","0.04","0.85"
"G51138","2","7.1 (0.48-110)","2","0.16"
"G64343","0.8","2.2 (0.28-18)","0.58","0.45"
"G5763","1","2.8 (0.5-15)","1.4","0.24"
"G51021","-0.34","0.71 (0.3-1.7)","0.57","0.45"
"G114883","0.0036","1 (0.37-2.7)","0","0.99"
"G23412","-0.68","0.5 (0.17-1.5)","1.4","0.23"
"G28998","0.72","2 (0.92-4.6)","3.1","0.08"
"G51569","0.49","1.6 (0.51-5.2)","0.68","0.41"
"G57130","0.61","1.8 (0.75-4.5)","1.8","0.18"
"G55255","0.67","1.9 (0.51-7.5)","0.94","0.33"
"G51283","0.0032","1 (0.36-2.8)","0","1"
"G10328","-0.78","0.46 (0.12-1.7)","1.4","0.24"
"G30827","-0.56","0.57 (0.09-3.6)","0.35","0.55"
"G51123","1.2","3.3 (0.85-13)","3","0.083"
"G4201","1","2.8 (0.79-10)","2.6","0.11"
"G56674","-0.053","0.95 (0.29-3.1)","0.01","0.93"
"G10723","-0.45","0.64 (0.24-1.7)","0.81","0.37"
"G55082","-0.83","0.44 (0.16-1.2)","2.7","0.1"
"G79894","1.5","4.7 (0.76-29)","2.8","0.095"
"G79077","0.47","1.6 (0.33-7.9)","0.34","0.56"
"G29926","0.1","1.1 (0.27-4.5)","0.02","0.89"
"G29099","-0.13","0.88 (0.21-3.8)","0.03","0.86"
"G55706","0.48","1.6 (0.71-3.7)","1.3","0.25"
"G51647","-0.49","0.61 (0.22-1.7)","0.93","0.33"
"G8086","0.55","1.7 (0.55-5.5)","0.87","0.35"
"G55114","-1.1","0.33 (0.086-1.2)","2.7","0.099"
"G51304","1.8","6.2 (1.1-35)","4.2","0.04"
"G11124","1.1","2.9 (0.58-15)","1.7","0.2"
"G54976","2.6","14 (2.3-84)","8.2","0.0042"
"G7342","-0.29","0.75 (0.15-3.8)","0.12","0.73"
"G80142","0.59","1.8 (0.43-7.5)","0.65","0.42"
"G53827","0.22","1.2 (0.67-2.3)","0.48","0.49"
"G51510","-0.21","0.81 (0.27-2.4)","0.15","0.7"
"G56654","0.32","1.4 (0.64-3)","0.67","0.41"
"G64121","0.46","1.6 (0.24-10)","0.24","0.63"
"G25980","0.77","2.2 (0.26-18)","0.51","0.47"
"G55717","0.39","1.5 (0.57-3.9)","0.64","0.42"
"G55608","-0.075","0.93 (0.16-5.2)","0.01","0.93"
"G55861","-0.1","0.9 (0.45-1.8)","0.08","0.77"
"G90196","-0.15","0.86 (0.21-3.5)","0.04","0.84"
"G767557","-0.1","0.9 (0.45-1.8)","0.08","0.77"
"G55858","0.38","1.5 (0.23-9.3)","0.16","0.69"
"G55326","0.29","1.3 (0.46-3.9)","0.28","0.59"
"G79004","-0.54","0.58 (0.16-2.2)","0.64","0.42"
"G55852","0.22","1.3 (0.18-8.6)","0.05","0.82"
"G55081","0.41","1.5 (0.88-2.6)","2.2","0.13"
"G4718","-0.22","0.8 (0.067-9.6)","0.03","0.86"
"G100532726","-0.94","0.39 (0.14-1.1)","3.4","0.067"
"G51071","-0.87","0.42 (0.14-1.3)","2.4","0.12"
"G117246","-0.36","0.7 (0.18-2.7)","0.27","0.61"
"G51073","0.68","2 (0.82-4.7)","2.3","0.13"
"G55173","0.77","2.2 (0.49-9.4)","1","0.31"
"G80232","1.1","2.9 (0.81-10)","2.7","0.1"
"G55148","-0.32","0.73 (0.21-2.6)","0.24","0.62"
"G64747","0.15","1.2 (0.34-3.9)","0.05","0.82"
"G56949","0.63","1.9 (0.95-3.7)","3.3","0.07"
"G55907","-0.24","0.79 (0.26-2.4)","0.18","0.67"
"G65993","-0.45","0.64 (0.15-2.8)","0.35","0.55"
"G23670","-0.66","0.52 (0.23-1.2)","2.6","0.11"
"G55723","0.15","1.2 (0.6-2.2)","0.19","0.67"
"G51759","-0.058","0.94 (0.21-4.2)","0.01","0.94"
"G9978","0.47","1.6 (0.45-5.7)","0.53","0.47"
"G100287932","-1","0.35 (0.064-2)","1.4","0.23"
"G100652748","-0.84","0.43 (0.11-1.7)","1.4","0.24"
"G3163","0.28","1.3 (0.28-6.3)","0.12","0.72"
"G59343","1.3","3.5 (0.93-13)","3.4","0.063"
"G56683","0.94","2.6 (0.35-19)","0.86","0.35"
"G55246","-0.2","0.82 (0.2-3.4)","0.08","0.78"
"G55177","-1","0.35 (0.083-1.5)","2","0.16"
"G4801","-0.31","0.74 (0.2-2.8)","0.21","0.65"
"G79415","-1.9","0.14 (0.032-0.66)","6.3","0.012"
"G54815","1.2","3.5 (0.37-33)","1.2","0.28"
"G79042","-1.1","0.32 (0.081-1.2)","2.7","0.1"
"G60491","2.1","7.8 (1.3-45)","5.3","0.022"
"G55696","1.3","3.5 (1.1-11)","4.6","0.032"
"G51290","-1.2","0.32 (0.081-1.2)","2.8","0.096"
"G51312","-0.34","0.71 (0.32-1.6)","0.69","0.41"
"G60682","-0.75","0.47 (0.15-1.4)","1.8","0.18"
"G8195","-0.31","0.73 (0.29-1.9)","0.42","0.51"
"G58477","-1.6","0.2 (0.049-0.81)","5.1","0.024"
"G51185","0.7","2 (0.6-6.8)","1.3","0.25"
"G10066","-0.57","0.57 (0.13-2.6)","0.54","0.46"
"G64423","-0.15","0.86 (0.031-24)","0.01","0.93"
"G55830","-1.3","0.27 (0.038-2)","1.7","0.2"
"G80152","-0.32","0.72 (0.17-3.1)","0.19","0.67"
"G55893","0.44","1.6 (0.54-4.5)","0.68","0.41"
"G26225","1","2.7 (0.73-10)","2.2","0.13"
"G101929356","1","2.7 (0.73-10)","2.2","0.13"
"G79581","0.41","1.5 (0.74-3.1)","1.3","0.25"
"G10363","-0.24","0.79 (0.23-2.7)","0.14","0.71"
"G79792","0.37","1.5 (0.34-6.1)","0.26","0.61"
"G55720","0.069","1.1 (0.35-3.3)","0.01","0.9"
"G56882","-1","0.37 (0.096-1.4)","2.1","0.15"
"G26060","-0.29","0.75 (0.3-1.9)","0.37","0.54"
"G65992","-0.21","0.81 (0.26-2.6)","0.13","0.72"
"G4702","0.57","1.8 (0.47-6.6)","0.71","0.4"
"G56944","-0.47","0.62 (0.3-1.3)","1.5","0.22"
"G64847","0.18","1.2 (0.43-3.3)","0.12","0.73"
"G64769","0.02","1 (0.22-4.8)","0","0.98"
"G51773","0.23","1.3 (0.37-4.4)","0.14","0.71"
"G51321","-0.22","0.81 (0.2-3.3)","0.09","0.76"
"G56997","1.2","3.3 (1.3-8.3)","6.3","0.012"
"G51015","0.48","1.6 (0.55-4.8)","0.75","0.39"
"G9525","-0.62","0.54 (0.16-1.9)","0.97","0.32"
"G79139","-0.071","0.93 (0.15-5.7)","0.01","0.94"
"G54904","-0.75","0.47 (0.092-2.4)","0.82","0.37"
"G80195","-0.29","0.75 (0.21-2.7)","0.19","0.66"
"G80212","0.27","1.3 (0.62-2.7)","0.49","0.48"
"G64110","-0.33","0.72 (0.2-2.5)","0.27","0.6"
"G57132","0.51","1.7 (0.56-4.9)","0.84","0.36"
"G60684","0.84","2.3 (0.41-13)","0.9","0.34"
"G64787","2.2","9 (0.98-83)","3.8","0.053"
"G9076","0.2","1.2 (0.76-2)","0.69","0.41"
"G29965","1.4","4.1 (0.89-19)","3.3","0.07"
"G56995","0.22","1.2 (0.22-7)","0.06","0.81"
"G55156","0.9","2.5 (0.96-6.3)","3.5","0.062"
"G57111","0.74","2.1 (0.96-4.6)","3.4","0.064"
"G65265","1.2","3.3 (1.1-9.5)","4.9","0.027"
"G26517","2.5","12 (2.1-64)","8","0.0046"
"G54187","-3.5","0.03 (0.00092-0.98)","3.9","0.049"
"G29796","-0.52","0.6 (0.18-2)","0.72","0.4"
"G55788","-0.24","0.79 (0.13-4.7)","0.07","0.79"
"G51447","-0.22","0.81 (0.16-4)","0.07","0.79"
"G51026","-0.28","0.76 (0.32-1.8)","0.42","0.52"
"G25996","-0.95","0.39 (0.07-2.1)","1.2","0.28"
"G79624","0.69","2 (0.56-7.2)","1.1","0.29"
"G28962","-0.42","0.66 (0.16-2.7)","0.33","0.56"
"G55074","0.82","2.3 (0.79-6.5)","2.3","0.13"
"G55760","-0.81","0.44 (0.097-2)","1.1","0.3"
"G65083","0.51","1.7 (0.41-6.7)","0.51","0.47"
"G4708","-1","0.37 (0.03-4.6)","0.6","0.44"
"G65080","0.2","1.2 (0.35-4.3)","0.1","0.75"
"G2872","0.56","1.8 (0.65-4.8)","1.2","0.27"
"G51282","-0.69","0.5 (0.18-1.4)","1.7","0.2"
"G50861","0.75","2.1 (0.72-6.1)","1.9","0.17"
"G80148","0.77","2.2 (0.22-21)","0.43","0.51"
"G79672","-0.044","0.96 (0.22-4.2)","0","0.95"
"G79083","-0.066","0.94 (0.62-1.4)","0.1","0.75"
"G4338","0.22","1.2 (0.48-3.2)","0.2","0.65"
"G746","-0.57","0.57 (0.12-2.7)","0.5","0.48"
"G60673","-0.66","0.52 (0.19-1.4)","1.6","0.2"
"G7376","0.43","1.5 (0.57-4.1)","0.72","0.4"
"G51329","-0.56","0.57 (0.15-2.2)","0.66","0.42"
"G55198","1.2","3.2 (1.3-8)","6.2","0.013"
"G55915","1.2","3.3 (0.33-32)","1","0.31"
"G60314","-0.38","0.68 (0.26-1.8)","0.63","0.43"
"G51177","0.19","1.2 (0.44-3.3)","0.13","0.72"
"G9240","0.3","1.3 (0.58-3.1)","0.48","0.49"
"G51295","1.1","3 (0.81-11)","2.7","0.099"
"G4710","-1.3","0.27 (0.066-1.1)","3.4","0.067"
"G10101","-0.016","0.98 (0.061-16)","0","0.99"
"G80351","1.3","3.8 (0.95-15)","3.6","0.059"
"G57645","1.1","3.1 (0.97-10)","3.6","0.057"
"G55577","-1.5","0.22 (0.042-1.1)","3.4","0.066"
"G712","0.22","1.2 (0.74-2.1)","0.68","0.41"
"G29964","1.1","3 (0.85-11)","2.9","0.089"
"G100188893","1.1","3 (0.85-11)","2.9","0.089"
"G51147","-1.5","0.22 (0.048-1)","3.7","0.055"
"G51118","0.42","1.5 (0.14-17)","0.12","0.73"
"G81539","0.13","1.1 (0.41-3.2)","0.06","0.8"
"G28511","0.63","1.9 (0.39-9.2)","0.62","0.43"
"G9950","-0.68","0.51 (0.14-1.8)","1.1","0.29"
"G51111","0.25","1.3 (0.38-4.3)","0.16","0.69"
"G80230","1.4","4.2 (0.27-67)","1","0.3"
"G55035","-0.18","0.83 (0.21-3.2)","0.07","0.79"
"G25987","0.035","1 (0.46-2.3)","0.01","0.93"
"G79594","0.62","1.9 (0.38-9)","0.6","0.44"
"G63901","0.65","1.9 (0.16-23)","0.27","0.61"
"G64429","0.54","1.7 (0.39-7.5)","0.51","0.48"
"G58526","0.19","1.2 (0.69-2.1)","0.44","0.51"
"G1939","-0.086","0.92 (0.25-3.4)","0.02","0.9"
"G64319","1.1","3.1 (0.65-15)","2","0.15"
"G56886","-0.94","0.39 (0.032-4.7)","0.55","0.46"
"G51082","0.31","1.4 (0.23-8.2)","0.11","0.74"
"G79016","1.2","3.3 (0.68-16)","2.2","0.14"
"G10053","0.57","1.8 (1-3.1)","3.9","0.049"
"G58486","0.44","1.6 (0.37-6.7)","0.36","0.55"
"G56647","0.56","1.8 (0.59-5.3)","1","0.31"
"G79048","-0.22","0.8 (0.3-2.2)","0.19","0.66"
"G23413","0.86","2.4 (0.42-13)","0.97","0.33"
"G64786","0.076","1.1 (0.31-3.7)","0.01","0.9"
"G29102","-0.14","0.87 (0.32-2.4)","0.07","0.79"
"G79590","0.15","1.2 (0.32-4.2)","0.05","0.81"
"G55486","0.84","2.3 (0.65-8.1)","1.7","0.19"
"G54704","0.58","1.8 (1-3.1)","4.3","0.037"
"G55139","1.9","6.8 (0.84-55)","3.2","0.072"
"G1468","0.71","2 (0.7-5.9)","1.7","0.19"
"G60485","-0.19","0.83 (0.28-2.5)","0.12","0.73"
"G79665","0.81","2.2 (0.66-7.7)","1.7","0.19"
"G54663","0.35","1.4 (0.23-9)","0.14","0.71"
"G51642","0.67","1.9 (0.76-5)","1.9","0.17"
"G55741","-1.3","0.27 (0.088-0.84)","5.1","0.024"
"G51188","0.46","1.6 (0.3-8.5)","0.29","0.59"
"G56898","-0.074","0.93 (0.3-2.9)","0.02","0.9"
"G9616","0.43","1.5 (0.41-5.8)","0.41","0.52"
"G26523","0.59","1.8 (0.33-9.9)","0.46","0.5"
"G79876","-0.81","0.44 (0.11-1.8)","1.3","0.26"
"G55111","-0.13","0.87 (0.15-5.1)","0.02","0.88"
"G102466736","-0.13","0.87 (0.15-5.1)","0.02","0.88"
"G28956","0.29","1.3 (0.48-3.7)","0.32","0.57"
"G55154","1.4","4.1 (0.8-21)","2.9","0.09"
"G100129405","1","2.8 (0.58-14)","1.7","0.2"
"G53838","-0.92","0.4 (0.12-1.3)","2.2","0.14"
"G79447","-0.42","0.66 (0.16-2.7)","0.34","0.56"
"G57140","-0.07","0.93 (0.1-8.4)","0","0.95"
"G55851","-1","0.36 (0.12-1.1)","3.4","0.063"
"G51315","-0.14","0.87 (0.4-1.9)","0.12","0.73"
"G114885","-0.51","0.6 (0.21-1.7)","0.94","0.33"
"G8925","0.42","1.5 (0.065-36)","0.07","0.79"
"G55316","-0.72","0.49 (0.15-1.6)","1.4","0.24"
"G10460","0.5","1.6 (0.86-3.2)","2.2","0.13"
"G55450","-0.29","0.75 (0.43-1.3)","1","0.31"
"G8491","-0.084","0.92 (0.32-2.7)","0.02","0.88"
"G51809","-0.13","0.88 (0.49-1.6)","0.19","0.67"
"G51654","-0.0043","1 (0.21-4.7)","0","1"
"G26520","-0.47","0.62 (0.21-1.8)","0.75","0.39"
"G79008","-1.2","0.31 (0.062-1.6)","2","0.16"
"G548593","-1.2","0.31 (0.062-1.6)","2","0.16"
"G101929864","-1.2","0.31 (0.062-1.6)","2","0.16"
"G51701","-0.42","0.66 (0.26-1.7)","0.75","0.39"
"G57162","0.26","1.3 (0.66-2.6)","0.57","0.45"
"G54539","-1.2","0.3 (0.06-1.5)","2.1","0.15"
"G51657","-0.68","0.51 (0.13-2)","0.95","0.33"
"G51703","0.23","1.3 (0.74-2.1)","0.72","0.4"
"G55288","0.66","1.9 (0.62-6)","1.3","0.26"
"G55366","-1","0.35 (0.055-2.2)","1.2","0.27"
"G9342","1.4","3.9 (1.1-13)","4.8","0.029"
"G51117","-0.14","0.87 (0.22-3.4)","0.04","0.84"
"G11108","0.59","1.8 (0.34-9.4)","0.48","0.49"
"G55859","-0.0023","1 (0.63-1.6)","0","0.99"
"G51009","-0.28","0.75 (0.13-4.2)","0.11","0.75"
"G80145","0.6","1.8 (0.4-8.3)","0.6","0.44"
"G79155","0.2","1.2 (0.32-4.6)","0.08","0.77"
"G5202","0.77","2.2 (0.61-7.6)","1.4","0.23"
"G64760","-3.6","0.028 (0.002-0.41)","6.8","0.0088"
"G29093","0.35","1.4 (0.51-4)","0.45","0.5"
"G79717","-1.1","0.32 (0.056-1.8)","1.7","0.2"
"G79956","-0.17","0.85 (0.45-1.6)","0.28","0.6"
"G55758","0.17","1.2 (0.31-4.5)","0.06","0.81"
"G55365","-0.29","0.75 (0.36-1.5)","0.61","0.43"
"G27244","0.068","1.1 (0.37-3.1)","0.02","0.9"
"G55253","0.16","1.2 (0.17-8.1)","0.03","0.87"
"G29066","0.22","1.2 (0.41-3.8)","0.15","0.7"
"G55055","0.66","1.9 (0.96-3.9)","3.4","0.065"
"G51053","0.45","1.6 (0.68-3.6)","1.1","0.29"
"G54951","0.29","1.3 (0.46-3.9)","0.28","0.6"
"G51693","0.9","2.5 (0.17-35)","0.44","0.51"
"G24137","0.026","1 (0.64-1.6)","0.01","0.91"
"G29960","0.39","1.5 (0.37-6)","0.3","0.58"
"G26521","-0.082","0.92 (0.3-2.8)","0.02","0.89"
"G79174","-0.096","0.91 (0.37-2.2)","0.04","0.84"
"G80023","0.77","2.2 (0.91-5.1)","3.1","0.079"
"G55204","0.46","1.6 (0.74-3.4)","1.4","0.24"
"G9209","1.3","3.7 (0.66-21)","2.2","0.14"
"G55157","0.49","1.6 (0.53-5.1)","0.74","0.39"
